Freelancer_ID;Job_Category;Platform;Experience_Level;Client_Region;Payment_Method;Job_Completed;Earnings_USD;Hourly_Rate;Job_Success_Rate;Client_Rating;Job_Duration_Days;Project_Type;Rehire_Rate;Marketing_Spend;PC1;PC2
402;Data Entry;PeoplePerHour;Intermediate;Australia;Bank Transfer;268;7105;63.99;95.13;4.83;63;Fixed;75.77;390;0.4773752789684027;1.8594345607888492
403;Web Development;Toptal;Expert;Asia;Crypto;229;449;45.48;75.26;4.23;1;Fixed;62.86;229;0.9478609721757605;-1.001049576
404;Graphic Design;Fiverr;Expert;USA;Crypto;127;4432;89.49;91.32;4.75;51;Fixed;51.06;136;-0.29376126;0.42448583699755027
405;SEO;Freelancer;Intermediate;Middle East;Crypto;42;1589;27.31;66;4.45;89;Fixed;67.99;294;-0.115661875;-1.21606948
406;Content Writing;Freelancer;Expert;Canada;Crypto;127;8478;11.94;94.78;3.24;46;Fixed;15.61;226;-1.85598823;0.25304214334399017
407;Digital Marketing;PeoplePerHour;Intermediate;Middle East;Crypto;160;7235;60.99;69.46;4.8;21;Hourly;43.38;426;0.5606275971996595;1.548188651488153
408;SEO;Upwork;Intermediate;USA;Crypto;71;4960;89.17;50.54;3.13;38;Fixed;54.11;26;1.160429656157532;-1.58864452
409;Data Entry;Toptal;Beginner;UK;Bank Transfer;137;9169;39.65;95.27;4.07;69;Hourly;68.01;331;-0.293499728;1.0187810268191984
410;Content Writing;PeoplePerHour;Beginner;UK;Crypto;144;4559;66.53;54.56;3.28;63;Hourly;64.84;116;1.0007927805074437;-1.291146524
411;App Development;Fiverr;Intermediate;Middle East;Crypto;86;6101;26.98;65.97;3.02;50;Fixed;29.39;88;-0.870094097;-1.318015917
412;Customer Support;Fiverr;Beginner;Middle East;Crypto;62;6202;58.05;97.5;3.84;12;Fixed;75.86;106;0.2692489262539532;-0.752332938
413;Content Writing;Fiverr;Intermediate;Australia;Bank Transfer;153;8661;79.75;97.53;3.59;69;Fixed;18.7;220;-1.039318654;1.3632665933667778
414;Graphic Design;PeoplePerHour;Expert;USA;Crypto;135;4174;87.37;78.67;3.97;73;Fixed;71.26;222;0.9065235097814419;-0.162845127
415;App Development;Toptal;Expert;Australia;Bank Transfer;73;2445;14.99;81.59;4.15;44;Hourly;77.97;121;-0.327811002;-1.859141812
416;SEO;Freelancer;Expert;Canada;PayPal;254;8902;38.86;72.42;3.09;52;Fixed;22.4;381;-0.102667863;1.1518012226496785
417;SEO;Upwork;Expert;Asia;Crypto;181;4000;65.77;64.66;3.25;9;Hourly;60.54;353;2.0080313737063773;-0.486946645
418;Web Development;Freelancer;Intermediate;UK;Mobile Banking;76;499;8.3;66.43;4.12;65;Fixed;12.82;32;-2.247569545;-1.984416268
419;App Development;Toptal;Expert;Europe;Bank Transfer;21;429;70.61;83.63;3.69;10;Hourly;38.38;90;0.04871352;-1.827580878
420;Customer Support;Freelancer;Expert;Europe;PayPal;164;9492;55.16;87.62;4.46;46;Hourly;46.14;183;-0.809870106;1.212331627401509
421;Graphic Design;PeoplePerHour;Expert;USA;Bank Transfer;74;7335;32.41;89.58;4.3;58;Hourly;50.65;375;-0.607178203;0.737590218
422;Web Development;Fiverr;Expert;USA;Bank Transfer;117;2351;82.39;89.48;4.69;37;Hourly;75.52;257;0.9054034752458333;-0.110847936
423;Web Development;Toptal;Intermediate;Europe;PayPal;236;7760;32.55;54.56;4.38;52;Hourly;57.06;397;0.6034069309377861;0.9931890552724048
424;Customer Support;Toptal;Expert;USA;Crypto;25;5842;99.18;74.72;3.86;81;Fixed;43.69;12;-0.406179191;-0.525965439
425;Content Writing;Freelancer;Beginner;UK;Crypto;139;8968;82.56;52.88;4.35;13;Fixed;66.68;23;0.9126645128903123;-0.036201066
426;SEO;PeoplePerHour;Beginner;Canada;Bank Transfer;267;9709;72.26;77.48;3.55;6;Fixed;76.54;324;1.9086302481463946;1.1147702310880694
427;Web Development;Freelancer;Beginner;Canada;PayPal;115;7266;10.83;72.08;3.61;58;Hourly;11.54;33;-2.316211662;-0.657878247
428;Data Entry;Freelancer;Beginner;Australia;Crypto;250;4955;90.91;94.39;4.58;48;Fixed;78.78;246;0.965711998;0.9304620316603013
429;Data Entry;Toptal;Beginner;UK;Bank Transfer;287;6049;80.06;67.55;3.89;32;Hourly;16.03;342;0.4491225241794539;1.4485025357165981
430;SEO;Freelancer;Beginner;Asia;Mobile Banking;12;8657;26.76;55.85;4.6;11;Hourly;67.01;18;-0.365297934;-0.981240525
431;Data Entry;Fiverr;Intermediate;USA;PayPal;288;7172;42.26;57.15;4.64;81;Fixed;29.62;29;-1.473872772;0.5420330172479189
432;Customer Support;Freelancer;Beginner;USA;Mobile Banking;211;649;30.52;88.08;4.72;5;Hourly;19.25;48;-1.622461735;-0.786006948
433;Content Writing;Fiverr;Expert;Asia;Mobile Banking;198;7338;98.52;80.91;4.83;6;Fixed;40.79;426;1.0776634275295975;2.2587961693537655
434;Graphic Design;Toptal;Beginner;Australia;Bank Transfer;51;7971;86.15;55.06;3.86;74;Hourly;55.08;399;1.2838535116741483;0.7436586534467199
435;Digital Marketing;PeoplePerHour;Intermediate;Australia;PayPal;246;1617;93.37;54.21;3.64;21;Fixed;36.67;179;1.4334809089809768;-0.600358673
436;Web Development;Fiverr;Beginner;USA;Crypto;14;1144;79.93;85.05;4.16;42;Hourly;13.82;369;-0.232262958;-0.003338359
437;Digital Marketing;PeoplePerHour;Expert;USA;Crypto;293;9689;48.35;53.64;3.74;81;Fixed;51.96;371;0.6539406030021581;1.4079119556636508
438;Graphic Design;PeoplePerHour;Expert;Asia;Bank Transfer;135;9734;24.52;91.09;4.2;27;Fixed;73.17;487;0.49547892117471204;1.3395583458001166
439;Graphic Design;Fiverr;Intermediate;UK;Crypto;274;6241;24.77;85.31;4.41;3;Hourly;36.83;225;-0.673736856;0.6746221189665382
440;Customer Support;Toptal;Intermediate;Asia;Crypto;65;1508;19.41;54.07;4.38;60;Hourly;25.14;432;-0.362092817;-0.530446297
441;Content Writing;Upwork;Intermediate;Australia;Mobile Banking;168;9450;56.93;54.24;3.75;66;Hourly;40.98;394;0.5893635276503563;1.1988177593592189
442;Data Entry;PeoplePerHour;Intermediate;Asia;Mobile Banking;17;8096;92.4;99.33;3.33;49;Fixed;13.39;77;-1.227187109;0.31433064293014007
443;Data Entry;PeoplePerHour;Beginner;Asia;PayPal;276;4984;99.22;68.71;3.86;34;Fixed;67.43;495;2.6384143243057414;1.2806226710036501
444;Customer Support;Toptal;Beginner;Asia;Mobile Banking;212;1404;32.29;68.53;3.29;37;Hourly;67.84;430;1.6015633871459098;-0.972310185
445;Graphic Design;Toptal;Expert;UK;Crypto;250;6523;71.24;90.64;4.78;42;Fixed;51.16;206;-0.264062385;1.3069575212875517
446;Content Writing;Freelancer;Intermediate;Middle East;PayPal;137;8454;61.72;97.36;3.69;65;Fixed;34.72;34;-1.495358556;0.31490688109712067
447;Content Writing;Toptal;Intermediate;USA;PayPal;248;3944;51.45;99.3;3.31;60;Hourly;65.98;249;0.3297550932647335;-0.238549193
448;SEO;PeoplePerHour;Beginner;Europe;Bank Transfer;298;8082;68.25;87.67;3.05;1;Fixed;48.83;70;0.48860714282724904;0.1447063511263524
449;App Development;Fiverr;Intermediate;Asia;Mobile Banking;42;3013;40.28;68.81;4.29;59;Fixed;67.82;412;0.7254851342807549;-0.529702036
450;Web Development;Upwork;Expert;Europe;PayPal;60;3092;94.73;54.18;4.27;4;Fixed;54.2;363;2.098918198605723;-0.189512237
451;Customer Support;Freelancer;Expert;Middle East;Crypto;52;7023;72.02;88.86;3.68;14;Hourly;64.91;309;1.0302849454603915;0.1345710029538785
452;App Development;Fiverr;Intermediate;USA;PayPal;109;7189;76.65;77.92;3.14;18;Fixed;51.9;469;1.7519138484607428;0.6449066932743492
453;Customer Support;Upwork;Expert;Australia;PayPal;63;6980;28.03;71.21;3.82;34;Hourly;38.99;278;-0.404010421;-0.18002074
454;Data Entry;Upwork;Expert;Europe;Bank Transfer;81;1782;21.02;95.32;3.62;1;Fixed;77.06;151;0.27303080916971706;-2.060590897
455;Graphic Design;Upwork;Beginner;Australia;Crypto;222;7920;42.46;55.56;4.35;53;Fixed;47.88;226;-0.02752775;0.629369804
456;Customer Support;Fiverr;Expert;Europe;Crypto;59;5390;77.83;74.63;4.21;22;Fixed;52.36;242;0.662811147;-0.015040276
457;Customer Support;Freelancer;Intermediate;Australia;Mobile Banking;59;5161;94.19;50.57;3.73;80;Fixed;25.43;9;-0.317059773;-0.770383827
458;SEO;Freelancer;Intermediate;Asia;Crypto;133;3131;45.6;73.43;3.44;61;Fixed;53.8;316;0.5162816378954364;-0.738145892
459;Digital Marketing;Upwork;Expert;Europe;PayPal;89;7852;78.54;52.82;4.98;22;Hourly;50.01;391;1.113747651445645;1.3334746735841154
460;Data Entry;Fiverr;Intermediate;Australia;Crypto;218;9512;49.69;55.94;3.91;50;Fixed;22.94;47;-0.963649731;0.4630217199295489
461;Web Development;Upwork;Beginner;Middle East;Crypto;119;7577;33.05;55.88;4.38;16;Fixed;14.17;111;-1.181979609;0.054534461371417896
462;Content Writing;Toptal;Expert;UK;PayPal;297;4918;75.23;82.46;3.28;28;Fixed;52.31;203;0.9768663460082074;0.099872748
463;Graphic Design;Freelancer;Expert;Australia;Bank Transfer;53;1579;80.83;87.3;3.97;86;Fixed;63.46;476;1.0455031621569397;0.008488773
464;Data Entry;PeoplePerHour;Expert;UK;Mobile Banking;71;1131;24.27;79.17;3.06;70;Hourly;46.64;381;0.11870165304007467;-1.440875294
465;Digital Marketing;Upwork;Intermediate;UK;Mobile Banking;279;8044;33.99;98.11;4.01;89;Fixed;25.87;156;-2.09415284;1.1988122014657843
466;Customer Support;Toptal;Intermediate;USA;Bank Transfer;133;3581;52;68.74;4.93;42;Fixed;56.66;342;0.3789927114601206;0.2855823962244349
467;Web Development;Freelancer;Expert;Asia;PayPal;33;9393;22.72;64.29;3.77;66;Fixed;15.61;25;-2.193176716;-0.425119318
468;Customer Support;Fiverr;Intermediate;Middle East;Mobile Banking;37;9964;93.24;93.43;3.08;71;Fixed;40.93;420;0.5197090211219793;1.4070932690824958
469;Web Development;Freelancer;Intermediate;UK;Bank Transfer;123;766;61.18;61.18;3.06;81;Hourly;21.44;479;0.74621748;-0.503729265
470;SEO;Fiverr;Expert;Canada;Bank Transfer;184;6279;16.51;98.16;3.78;35;Hourly;22.91;307;-1.380252709;0.5675368754219206
471;Customer Support;Fiverr;Expert;Asia;Bank Transfer;155;254;22.48;50.61;3.32;20;Fixed;24.16;165;0.003872381;-2.104422777
472;Data Entry;Upwork;Intermediate;UK;Mobile Banking;137;6834;95.66;98.49;3.05;2;Fixed;37.07;248;0.8173492839407187;0.481640079
473;Digital Marketing;Upwork;Expert;Australia;Mobile Banking;189;4144;75.13;52.16;4.51;7;Fixed;13.58;261;0.3482443937385483;0.5509775725481421
474;Web Development;Freelancer;Expert;UK;Mobile Banking;138;5532;74.77;94.56;3.92;49;Fixed;37.85;263;-0.231532487;0.6337316496686187
475;Graphic Design;Toptal;Expert;Australia;Mobile Banking;181;5790;11.89;76.39;3.58;83;Fixed;45.82;16;-1.627904064;-1.094596863
476;Web Development;Freelancer;Expert;Australia;Crypto;26;9574;90.05;99.65;4.8;76;Hourly;43.83;75;-1.480992615;1.2294293283875408
477;Digital Marketing;PeoplePerHour;Intermediate;Canada;Bank Transfer;245;7269;47.15;53.69;3.23;9;Hourly;36.79;445;1.493420757474703;0.656499017
478;Content Writing;Fiverr;Expert;UK;Crypto;81;6204;67.67;77.69;4.91;27;Fixed;68.74;469;1.153693609723022;1.1500751052669829
479;Content Writing;Fiverr;Beginner;UK;Bank Transfer;208;4892;96.17;98.47;3.63;78;Fixed;20.17;253;-0.511523569;1.0982370891912574
480;SEO;Upwork;Expert;Europe;Mobile Banking;8;8153;14.5;76.15;4.78;2;Fixed;45.4;205;-1.023428699;-0.021585745
481;Data Entry;Toptal;Beginner;Asia;Mobile Banking;169;9479;50.82;81.47;4.21;85;Hourly;14.34;33;-2.34672694;0.9395029634318597
482;Digital Marketing;Upwork;Expert;Europe;Crypto;132;2068;9.71;84.79;4.65;68;Fixed;14.98;146;-2.515943555;-0.541843525
483;SEO;PeoplePerHour;Beginner;USA;PayPal;49;5101;52.46;72.73;4.97;60;Fixed;50.17;325;-0.298369685;0.45474991042889656
484;App Development;Freelancer;Beginner;Australia;Mobile Banking;222;8759;28.96;81.38;3.58;85;Hourly;49.62;337;-0.477540593;0.9250309762060085
485;Web Development;Freelancer;Expert;Canada;PayPal;239;7885;91.55;79.22;4.92;86;Hourly;71.46;227;0.3594759984076906;1.6529914904957748
486;App Development;Toptal;Expert;Europe;Bank Transfer;140;1488;42.86;95.06;3.78;49;Fixed;49.05;117;-0.692539635;-1.238937628
487;Web Development;Upwork;Expert;UK;Crypto;172;4136;65.22;52.27;3.77;2;Fixed;77.19;164;1.9702284478737595;-1.167235243
488;Content Writing;Upwork;Beginner;USA;PayPal;241;5177;86.73;64.05;3.68;17;Fixed;13.41;37;-0.103609555;-0.001568067
489;SEO;PeoplePerHour;Intermediate;Canada;PayPal;97;2102;98.45;97.52;4.08;83;Fixed;16.86;398;-0.358773049;0.9501019248441124
490;Content Writing;Freelancer;Intermediate;Middle East;Mobile Banking;9;7579;52.86;94.51;3.31;88;Hourly;13.08;357;-1.36468245;0.7033880469284016
491;Graphic Design;Upwork;Expert;UK;PayPal;160;7197;48.3;72.78;4.11;20;Hourly;22.97;295;-0.351792776;0.8325860512728457
492;App Development;Toptal;Intermediate;UK;PayPal;249;4418;12.2;81.01;4.08;76;Fixed;47.89;136;-1.327153766;-0.424061486
493;App Development;Freelancer;Intermediate;Middle East;Bank Transfer;85;4567;6.21;63.87;4.52;89;Hourly;55.19;308;-0.863187488;-0.457966728
494;Content Writing;PeoplePerHour;Expert;Australia;Crypto;251;2362;62.84;59.41;4.67;87;Fixed;13.19;245;-0.851602785;0.6044429965529804
495;Graphic Design;Toptal;Beginner;Australia;Mobile Banking;141;5627;11.22;73.18;3.88;32;Hourly;76.22;197;0.15716056435705997;-1.029485225
496;Web Development;Fiverr;Expert;Europe;Mobile Banking;67;9023;41.14;67.67;3.6;51;Fixed;68.95;373;0.8358979178092959;0.21616142786023984
497;SEO;PeoplePerHour;Intermediate;Europe;PayPal;120;1294;5.34;79.18;3.52;88;Fixed;30.76;65;-1.951735774;-1.960153048
498;Graphic Design;Toptal;Beginner;UK;Bank Transfer;117;2466;63.45;53.89;3.39;42;Hourly;15.4;79;-0.249225124;-1.373519372
499;SEO;Upwork;Intermediate;Asia;PayPal;35;6540;45.41;98.72;3.12;63;Hourly;21.89;51;-1.849754975;-0.74257327
500;App Development;Fiverr;Beginner;UK;PayPal;11;6218;17.07;99.31;3.68;89;Hourly;18.89;128;-2.75460797;-0.493117505
501;SEO;PeoplePerHour;Intermediate;Europe;Mobile Banking;7;9217;33.15;84.91;3.54;61;Hourly;18.63;413;-1.079165671;0.8973596295410938
502;App Development;Upwork;Expert;Middle East;PayPal;247;5889;59.12;76.8;4.93;62;Hourly;46.3;379;-0.031105058;1.634516925650796
503;Graphic Design;Fiverr;Intermediate;Europe;PayPal;60;8658;67.39;65.48;4.12;3;Fixed;27.21;367;0.4750702355609398;1.053700549
504;App Development;Freelancer;Intermediate;UK;Bank Transfer;77;8456;48.92;90.69;3.69;89;Fixed;35.07;480;-0.534872853;1.4089258040226387
505;Customer Support;Upwork;Beginner;Canada;Mobile Banking;14;9377;81.38;84.24;4.16;76;Hourly;79.27;0;-0.268591252;-0.201428027
506;Data Entry;Toptal;Intermediate;UK;Crypto;65;7147;15.68;58.13;3.28;26;Fixed;57.9;166;0.17057552187460812;-1.379080258
507;App Development;PeoplePerHour;Expert;Canada;Bank Transfer;54;5059;13.03;95.55;3.89;48;Fixed;76.43;15;-1.097470505;-1.712141864
508;Content Writing;Fiverr;Expert;Canada;Bank Transfer;126;1632;9.2;91.13;4.25;8;Fixed;19.98;144;-1.710387817;-1.045069264
509;Graphic Design;Upwork;Expert;UK;Bank Transfer;179;8974;55.9;97.49;3.98;5;Fixed;36.75;111;-0.795630359;0.7636979868831917
510;Customer Support;Freelancer;Beginner;Asia;Mobile Banking;5;7926;72.09;86.29;3.8;11;Hourly;48.83;367;0.7127092113920949;0.5782428309835435
511;Web Development;PeoplePerHour;Beginner;Asia;PayPal;42;2477;17.4;80.67;4.99;42;Fixed;15.37;101;-2.417242955;-0.746979331
512;SEO;PeoplePerHour;Intermediate;USA;Crypto;194;5771;65.7;70.91;4.76;41;Fixed;10.29;81;-1.409328663;0.7210028107947909
513;Customer Support;Upwork;Intermediate;Europe;Mobile Banking;83;8473;50.31;96.64;4.25;19;Fixed;56.93;405;0.20086432239633198;1.1789914915564905
514;Digital Marketing;Freelancer;Intermediate;Asia;PayPal;194;4980;98.8;93.3;4.14;48;Fixed;54.93;469;1.298938180172819;1.5622507521967965
515;Customer Support;Fiverr;Beginner;Australia;Bank Transfer;188;4403;73.16;52.26;4.24;53;Hourly;38.76;98;0.1281352792564364;-0.307553121
516;Graphic Design;Upwork;Beginner;UK;Mobile Banking;71;7882;67.46;51.32;3.4;55;Fixed;44.28;158;0.45741339785344115;-0.445215112
517;Customer Support;Fiverr;Intermediate;Canada;PayPal;21;5425;59.19;68.82;3.79;61;Fixed;39.08;39;-0.765566481;-1.079480118
518;Customer Support;PeoplePerHour;Beginner;UK;Crypto;213;452;99.75;90.53;3.08;32;Fixed;11.68;154;0.14551622438951248;-0.542535639
519;Content Writing;Fiverr;Beginner;Europe;Crypto;45;6617;98.14;99.36;3.95;46;Hourly;33.48;35;-0.868299889;0.16018248738933194
520;App Development;Freelancer;Expert;Middle East;PayPal;119;4915;56.12;57.52;4.09;36;Hourly;22.4;380;0.2677450321572868;0.427708739
521;SEO;Toptal;Expert;Asia;Mobile Banking;104;8196;48.24;79.71;3.46;18;Fixed;16.89;246;-0.605754279;0.43696203247593784
522;Data Entry;Freelancer;Intermediate;Asia;Bank Transfer;143;114;48.9;69.04;4.93;74;Fixed;76.97;3;-0.324226276;-1.7081718
523;Web Development;Fiverr;Intermediate;Asia;PayPal;298;2287;45.69;98.5;4.82;18;Hourly;51.96;496;0.48663542669824994;1.3216495499192316
524;Data Entry;Upwork;Expert;Canada;Bank Transfer;21;7820;55.48;92.11;4.44;12;Fixed;61.01;373;0.3528082488935042;0.7725021705150574
525;Customer Support;PeoplePerHour;Beginner;Australia;Crypto;296;9191;30.99;91.92;4.07;72;Hourly;32.08;452;-0.830664556;2.2806832632778744
526;Digital Marketing;Toptal;Intermediate;Australia;PayPal;78;222;93.04;73.43;4.74;46;Fixed;37.52;280;0.43195296939928324;-0.183935777
527;Graphic Design;Upwork;Intermediate;Asia;Crypto;267;7985;51.57;70.74;3.26;55;Fixed;26.58;350;0.12421713493922427;1.0829336383420154
528;SEO;Upwork;Intermediate;Australia;Bank Transfer;20;2725;84.99;63.67;4.58;38;Hourly;16.79;333;0.088038686;0.23343945089408258
529;Graphic Design;Freelancer;Beginner;Middle East;Bank Transfer;18;9492;50.15;52.82;3.25;78;Fixed;22.53;413;-0.002268211;0.6020826642848445
530;Content Writing;Fiverr;Expert;Asia;PayPal;285;4055;73.24;93.24;4.59;2;Fixed;65.83;430;1.4436816763667364;1.3114805021607108
531;Graphic Design;Freelancer;Intermediate;USA;PayPal;8;6594;37;90.65;3.55;9;Fixed;57.43;248;0.0702479;-0.666974344
532;Web Development;Fiverr;Expert;Canada;PayPal;131;8879;64.36;99.99;4.75;5;Hourly;48.29;11;-1.09816494;0.703947401
533;Digital Marketing;Freelancer;Expert;Middle East;Crypto;10;998;52.35;99.83;4.89;19;Hourly;43.26;282;-0.611170215;-0.414682215
534;Data Entry;Upwork;Beginner;Canada;Bank Transfer;133;1744;39.88;77.77;3.3;71;Fixed;74.57;428;1.2399851754080282;-0.977829782
535;Customer Support;PeoplePerHour;Beginner;Asia;Bank Transfer;236;4807;88.75;88.45;3.93;39;Fixed;15.09;215;-0.365137294;0.9978637896005559
536;Customer Support;Fiverr;Beginner;Middle East;Crypto;199;6332;15.71;97.24;4.96;42;Fixed;29.64;318;-1.763939962;1.3085416711026823
537;Digital Marketing;Toptal;Beginner;Asia;PayPal;69;192;51.26;92.48;3.97;17;Fixed;34.5;310;-0.069156184;-0.850888361
538;SEO;Toptal;Beginner;Middle East;Mobile Banking;107;6051;23.47;62.37;4.73;63;Hourly;64.77;413;0.18225341293131045;0.38843058416760673
539;Graphic Design;Upwork;Beginner;Asia;PayPal;281;6702;86.8;72.53;4.18;46;Hourly;79.48;81;1.063037661254046;0.28863297151842277
540;SEO;Freelancer;Intermediate;USA;Mobile Banking;162;4631;29.08;56.46;3.75;20;Hourly;26.85;13;-0.787155703;-1.295434006
541;Data Entry;Freelancer;Expert;Canada;Mobile Banking;228;5137;65.18;97.7;3.57;70;Fixed;71.2;55;-0.139035917;-0.447215744
542;SEO;Upwork;Beginner;Middle East;Crypto;293;1510;20.73;80.31;3.41;8;Fixed;68.14;402;1.3923003793835063;-0.74396985
543;Content Writing;Toptal;Intermediate;USA;Bank Transfer;282;3937;43.47;61.43;4.52;19;Hourly;25.73;341;0.13500916625454645;0.756529458
544;Digital Marketing;Toptal;Expert;UK;Bank Transfer;186;8534;90.44;83.59;3.77;32;Fixed;37.95;281;0.5109220353093873;1.383064429187667
545;Data Entry;Freelancer;Beginner;Asia;Bank Transfer;8;9885;20.78;80.91;4.02;19;Fixed;38.68;198;-1.127038088;0.09824017
546;Data Entry;Fiverr;Beginner;Europe;Bank Transfer;219;887;68;67.91;3.98;24;Hourly;78.48;347;2.1298146531611004;-0.68730417
547;App Development;PeoplePerHour;Intermediate;Middle East;Crypto;221;9279;24.43;55.68;4.15;24;Fixed;22.66;165;-0.878892443;0.6223474316839553
548;Data Entry;Fiverr;Expert;Australia;Mobile Banking;213;5896;44.5;83.58;4.73;56;Hourly;65.94;452;0.4271782141422784;1.3081007102431603
549;App Development;Toptal;Beginner;USA;Bank Transfer;78;8513;56.36;76.02;4.96;81;Fixed;33.39;291;-1.197031519;1.4842692038283103
550;Web Development;Fiverr;Expert;USA;Mobile Banking;231;2419;59.84;88.62;3.82;18;Fixed;61.16;145;0.5271521753316142;-0.731047437
551;Customer Support;PeoplePerHour;Intermediate;Middle East;Crypto;97;9047;62.24;76.01;4.66;12;Fixed;39.4;440;0.37773369000593016;1.7841003834272027
552;App Development;Fiverr;Beginner;USA;PayPal;69;3224;65.81;92.61;4.53;41;Fixed;50.49;77;-0.73637975;-0.615934384
553;Digital Marketing;Fiverr;Expert;UK;Crypto;14;6035;30.82;77.6;4.15;87;Fixed;68.28;111;-0.931360976;-1.0042412
554;SEO;Fiverr;Intermediate;USA;Bank Transfer;282;932;43.13;78.05;4.91;48;Hourly;66.29;22;-0.45843987;-0.89288616
555;App Development;Fiverr;Intermediate;Europe;PayPal;90;9073;8.55;93.83;3.4;82;Hourly;70.65;374;-0.482900789;0.21254852281361547
556;Data Entry;Upwork;Beginner;Europe;Crypto;30;3221;78.03;70.17;3.22;64;Fixed;14.17;115;-0.563525482;-1.079268539
557;Digital Marketing;Toptal;Expert;Asia;Crypto;222;2090;84.52;56.7;4.71;16;Fixed;58.44;141;1.2036726893744534;-0.393079418
558;App Development;PeoplePerHour;Beginner;Asia;Mobile Banking;99;6782;23.93;51.44;3.88;80;Hourly;19.8;479;-0.406717519;0.6629275460311995
559;App Development;Toptal;Beginner;Australia;Crypto;248;9836;24.14;87.76;4.69;23;Hourly;39.11;196;-1.297506911;1.4540199400661908
560;Data Entry;Upwork;Expert;UK;PayPal;111;6422;8.99;81.02;4.79;86;Fixed;48.4;277;-1.622785585;0.39582802144885065
561;Content Writing;Upwork;Expert;Europe;Crypto;252;9868;97.19;85.2;3.12;39;Hourly;38.19;27;0.073673958;0.763378101
562;Content Writing;Upwork;Expert;Middle East;Bank Transfer;18;6035;81.68;60.65;4.77;33;Hourly;46.37;298;0.6008782276141853;0.474839932
563;App Development;Upwork;Intermediate;Canada;Mobile Banking;165;7612;39.27;56.82;3.9;24;Hourly;79.76;75;0.7549725901211294;-0.881858725
564;Content Writing;Fiverr;Intermediate;Canada;PayPal;75;5950;50.78;50.73;4.02;61;Fixed;19.47;17;-1.17545072;-0.788987811
565;Graphic Design;Toptal;Expert;Canada;PayPal;156;8015;32.74;67.53;4.25;55;Hourly;57.28;99;-0.648446699;-0.12651002
566;Data Entry;Freelancer;Intermediate;Asia;Crypto;79;5366;61.74;79.5;4.85;61;Hourly;37.72;478;-0.093575449;1.3788233350627817
567;Graphic Design;PeoplePerHour;Beginner;Middle East;Bank Transfer;219;8515;73.14;69.61;3.04;84;Hourly;19.31;460;0.38568761445481237;1.6319304541927084
568;Digital Marketing;Upwork;Expert;USA;Mobile Banking;55;639;47.5;71.87;3.95;40;Hourly;21.11;467;0.1695952064291642;-0.37620153
569;Graphic Design;Toptal;Beginner;Middle East;PayPal;147;8824;87.99;95.21;4.38;58;Fixed;76.45;123;0.15849387601407344;0.8803887203503187
570;Digital Marketing;Upwork;Expert;USA;Mobile Banking;40;5113;54.12;67.41;4.45;72;Hourly;71.57;364;0.6487493641780491;-0.03976422
571;App Development;Upwork;Beginner;Canada;Crypto;171;3683;18.7;75.7;4.39;74;Hourly;73.49;291;-0.111409062;-0.456563232
572;Digital Marketing;Upwork;Expert;Australia;Bank Transfer;240;2040;64.12;89.18;3.27;1;Hourly;79.41;124;1.4788791660601275;-1.394812955
573;Digital Marketing;Upwork;Beginner;Australia;Crypto;264;6565;48.91;69.83;3.6;85;Fixed;24.58;6;-1.405128396;-0.084739899
574;SEO;Upwork;Expert;USA;Mobile Banking;196;1308;93.89;81.1;3.72;25;Fixed;34.88;22;0.19955840232711436;-0.939971394
575;Graphic Design;PeoplePerHour;Expert;Canada;Crypto;206;2916;42.23;93.12;4.61;53;Fixed;56.85;161;-0.734498595;-0.172036561
576;SEO;Toptal;Intermediate;Middle East;Mobile Banking;266;3788;43.27;97.48;3.56;61;Hourly;43.87;116;-0.870615565;-0.333747999
577;App Development;Upwork;Beginner;Australia;PayPal;189;621;66.82;57.35;3.42;46;Hourly;39.29;369;1.3611383622760902;-0.733340806
578;Data Entry;Upwork;Intermediate;USA;PayPal;162;8786;55.06;96.33;4.91;74;Hourly;35.05;351;-1.269872727;2.1966327438662523
579;Graphic Design;Upwork;Beginner;Middle East;Crypto;250;4272;40.57;74.61;3.02;60;Fixed;51.56;20;-0.269592458;-1.339766974
580;Data Entry;Upwork;Intermediate;Canada;PayPal;114;687;99.03;62.91;5;51;Hourly;50.29;251;0.8755509705138717;-0.102457973
581;Data Entry;Fiverr;Expert;UK;Mobile Banking;103;8282;33.71;72.96;4.35;73;Hourly;21.3;325;-1.347058362;1.1039099311175824
582;Digital Marketing;Fiverr;Intermediate;Canada;PayPal;245;4932;31.37;99;4.66;84;Fixed;43.02;463;-0.915196351;1.6054652520275272
583;Customer Support;Freelancer;Intermediate;Asia;Bank Transfer;206;4442;87.12;74.63;3.59;48;Hourly;48.74;482;1.6744179731029254;0.917473387
584;Graphic Design;Upwork;Expert;Canada;Bank Transfer;126;9862;5.32;66.44;3.03;84;Hourly;49.92;430;-0.164146402;0.34386765927270446
585;Data Entry;Freelancer;Intermediate;Middle East;Crypto;121;3722;24.12;81.67;4.48;40;Fixed;24.71;308;-1.156235517;0.12146614862482374
586;Customer Support;PeoplePerHour;Expert;Middle East;Crypto;100;9541;61.09;62.01;4.67;7;Fixed;61.96;83;0.2295593854636938;0.2622856753312023
587;Content Writing;Freelancer;Beginner;Europe;Crypto;238;7307;20.43;53.79;4.48;75;Fixed;11.76;361;-1.188145834;1.3120996458926035
